,Word,TF-IDF_Score
0,underdramatic,0.004851032
1,hyperhysteria,0.004851032
2,verbolect,0.0104154925
3,fluffypoos,0.0052754973
4,shaggydoodles,0.0052754973
5,presenence,0.00543417
6,initiativeson,0.0
7,immunostained,0.0056282475
8,sadaesasang,0.023418684999999998
9,gormagander,0.005396773099999999
10,decloak,0.005396773099999999
11,offcumdens,0.00491663
12,rightaholic,0.005498862499999999
13,gothicky,0.005304784999999999
14,individualmandate,0.0
15,biopharmacy,0.005498862499999999
16,yemul,0.00569294
17,agreementsm,0.0
18,postmassacre,0.0042697049999999995
19,besatzungskinder,0.0053694775
20,grammairiens,0.006670169
21,grammairiennes,0.006670169
22,pointant,0.007245559999999999
23,casseroling,0.0070514825
24,beachfuls,0.005046015
25,onrolling,0.0055635549999999995
26,domesticairlines,0.0
27,funreach,0.0057606005
28,hydrorobot,0.0057606005
29,obsessable,0.00569294
30,poliphical,0.00543417
31,humorize,0.0074396374999999995
32,twimbos,0.006670169
33,twimbo,0.006670169
34,shibazakura,0.00491663
35,fluoroscent,0.0
36,daintified,0.0074396374999999995
37,glyptician,0.0152201129
38,glypticians,0.0304402258
39,rraaahwr,0.0092510275
40,quintoniles,0.00465786
41,webstreamed,0.00646925
42,demeatballization,0.004528475
43,frowziest,0.004787245
44,chargaes,0.0
45,hareeseh,0.00646925
46,ethnofictions,0.009338236599999999
47,wiggiest,0.0046691182999999995
48,pizzaless,0.007116175
49,respondss,0.0052400925
50,princessification,0.0043343975
51,tasawwuf,0.0051107075
52,polyfluoroalkyl,0.004463782499999999
53,foofier,0.0045931675
54,iyya,0.0
55,foresisters,0.00491663
56,reviewier,0.00569294
57,unsucculent,0.0041840151
58,masculennial,0.0041840151
59,chhattu,0.004463782499999999
60,teratoid,0.0053694775
61,gawwwleee,0.005046015
62,archconspiracist,0.0070514825
63,cellarium,0.0061457874999999995
64,independantists,0.0051107075
65,tareferos,0.0074396374999999995
66,pastelada,0.005154221499999999
67,pasteladas,0.005154221499999999
68,kwaussie,0.0051107075
69,grangelands,0.00491663
70,ingrownness,0.0053694775
71,restranscription,0.0
72,relationshipper,0.007116175
73,pseudophilanthropy,0.0049813225
74,strucutural,0.0
75,tumpety,0.0100658914
76,polyphloisboio,0.0050329457
77,tawazun,0.0067280199999999995
78,animalerie,0.0043320749999999995
79,enfreint,0.0043320749999999995
80,utilisant,0.0043320749999999995
81,hyvää,0.0043659288
82,itsenäisyyspäivää,0.0043659288
83,soumets,0.006180427
84,inducas,0.0
85,tentationem,0.0
86,realigner,0.0043990900000000005
87,hotwords,0.006663327500000001
88,kashaveynu,0.0073102524999999995
89,bodyhacking,0.0051754
90,instapays,0.0
91,yahoud,0.004787245
92,powermodels,0.004851032
93,superspawn,0.004851032
94,sefforts,0.0
95,unholiday,0.004528475
96,bridesmates,0.004787245
97,uncomedic,0.005498862499999999
98,enmeshments,0.0051107075
99,empust,0.006081095
100,regramming,0.006663327500000001
101,arrhythmical,0.00569294
102,hissssssss,0.006663327500000001
103,withbroad,0.0
104,donabes,0.005498862499999999
105,arkoudaphobic,0.00595171
106,poutinologist,0.0102861075
107,detritivores,0.0058002912
108,bathylagid,0.0
109,solmissus,0.0
110,knockerl,0.00621048
111,prapanca,0.022642375
112,forlourn,0.0044265667
113,fourlorn,0.0044265667
114,pediophobia,0.0074396374999999995
115,überbitten,0.0045931675
116,konstytucja,0.004722552499999999
117,xenophiles,0.005887017499999999
118,superfunding,0.005046015
119,gonatid,0.0116005824
120,melamphaid,0.0
121,divaness,0.01138588
122,unseelie,0.0073102524999999995
123,popcornologist,0.004787245
124,fulskap,0.00750433
125,prawny,0.004389836
126,imposybilizm,0.004389836
127,impossibilism,0.008837432999999999
128,ginormo,0.0060164025
129,cooolers,0.005304784999999999
130,highord,0.0
131,hyperspecificity,0.00491663
132,thicccbrowz,0.006064904999999999
133,totesbasic,0.006064904999999999
134,neckbeards,0.006064904999999999
135,advertiesments,0.0
136,motorvate,0.007116175
137,sherryhood,0.004722552499999999
138,unbenching,0.006598635
139,troway,0.005336135200000001
140,drunkaman,0.005336135200000001
141,teleautomaton,0.006663327500000001
142,crosswordwise,0.006663327500000001
143,stabilists,0.004787245
144,pekelvlees,0.00465786
145,plumpless,0.006857405
146,boosterss,0.0
147,manaeesh,0.0069220975
148,cyptocurrency,0.005046015
149,doobing,0.0063669795
150,doobed,0.0190403006
151,robovacuums,0.005304784999999999
152,hashtaggable,0.005822325
153,rulebreaker,0.00750433
154,immortalizations,0.004463782499999999
155,mininute,0.00543417
156,zooxanthella,0.0159790475
157,bodysnatched,0.00569294
158,overexplication,0.0053694775
159,trolololo,0.0
160,chingedy,0.005140728999999999
161,upeneded,0.0049813225
162,profused,0.0
163,subcollections,0.0051754
164,gatechecked,0.0
165,camptowns,0.0043343975
166,solvingwise,0.00595171
167,cybersensation,0.0
168,sweatcoins,0.048631595799999996
169,sweatcoin,0.0088531334
170,lololo,0.010339218999999998
171,mattocking,0.005046015
172,risparmia,0.0
173,bromosexuality,0.0065339425
174,yanagiba,0.005822325
175,crevicelike,0.006663327500000001
176,nonforwardable,0.005887017499999999
177,uptalks,0.0045931675
178,kilimologist,0.005304784999999999
179,recidivating,0.00621048
180,cryptotulips,0.005498862499999999
181,nonwall,0.0074396374999999995
182,bumpfire,0.005822325
183,cryptoart,0.005757632499999999
184,metallosis,0.00543417
185,womping,0.005304784999999999
186,etiolations,0.0053694775
187,frumpers,0.0049813225
188,microtechnologies,0.004787245
189,whoremistress,0.004463782499999999
190,pushpieces,0.005046015
191,proselytist,0.005304784999999999
192,nonbrilliant,0.0045931675
193,snidbits,0.010997724999999998
194,liberalocrats,0.006081095
195,tsesah,0.041791354999999995
196,dimentico,0.004463782499999999
197,hypebeasts,0.0048519374999999995
198,nonfinisher,0.0043990900000000005
199,cryptocoins,0.004463782499999999
200,counterjudgments,0.0062751725000000005
201,powerboatin,0.0053694775
202,qalandars,0.00543417
203,foamability,0.00595171
204,desinification,0.0056282475
205,bofaellesskaber,0.0043343975
206,pathobigotry,0.0044265667
207,pathobigot,0.0044265667
208,feekoosul,0.0052148594
209,feekoos,0.0052148594
210,minutalism,0.004244653
211,secondalism,0.004244653
212,papulosa,0.00621048
213,privatum,0.005046015
214,bogeymanism,0.0065339425
215,riparatore,0.0113211875
216,cybercoached,0.0
217,prepainting,0.0062751725000000005
218,redneckification,0.005304784999999999
219,minitennis,0.0042697049999999995
220,gymternet,0.0067280199999999995
221,misaccentuated,0.0062751725000000005
222,daywalkers,0.008606388999999999
223,shadowwalker,0.008606388999999999
224,shadowwalkers,0.0043320749999999995
225,viewcounts,0.0043343975
226,unspooky,0.005822325
227,coolship,0.047096139999999995
228,rewirement,0.00569294
229,fiiiinaly,0.0049813225
230,wassssup,0.005396773099999999
231,economer,0.005396773099999999
232,hematovascular,0.004528475
233,microinspection,0.00646925
234,cummberbunds,0.005757632499999999
235,punwise,0.006598635
236,neuroatypicality,0.0069220975
237,wizardliness,0.0051107075
238,goddardensis,0.005498862499999999
239,biosociologist,0.005887017499999999
240,goingly,0.007245559999999999
241,wehoscott,0.004722552499999999
242,guuhh,0.00698679
243,kpakpo,0.0069127206
244,bunapi,0.0069127206
245,dilletantish,0.0048519374999999995
246,laojia,0.009277598699999999
247,apfelschmarrn,0.007374944999999999
248,tusari,0.006598635
249,flanieren,0.0060164025
250,phallocentrist,0.0044265667
251,cliteracy,0.0044265667
252,dysmorphologists,0.005498862499999999
253,malestream,0.0069220975
254,blotchier,0.0043990900000000005
255,driftingly,0.009703874999999999
256,maruxna,0.007245559999999999
257,lionsroar,0.004722552499999999
258,pentatonicism,0.0048519374999999995
259,ragefest,0.005822325
260,plonkable,0.00491663
261,amylacea,0.020248752499999998
262,unfreaked,0.004787245
263,midfrenzy,0.004463782499999999
264,orcaestraits,0.005046015
265,unretrofitted,0.00569294
266,leptomeningeal,0.0051754
267,ceremonywere,0.0
268,henotheist,0.0044872046
269,henotheism,0.0
270,laurices,0.017661052499999996
271,nonpuerperal,0.006306341599999999
272,galactogogues,0.006306341599999999
273,hypercapable,0.0060164025
274,anageria,0.012822942
275,schmenter,0.00491663
276,murderrrrrrr,0.0052400925
277,coronadas,0.0044265667
278,kopiko,0.0044265667
279,facedlegal,0.0
280,yogaholics,0.0065488932
281,wikiholics,0.0065488932
282,clicas,0.012679729999999998
283,mildronite,0.0
284,vagility,0.0152027375
285,hypercalcemic,0.013844195
286,monobob,0.0065339425
287,prayformances,0.004528475
288,haemuljjim,0.008259823
289,mulmakguksu,0.004101031
290,eomuk,0.004101031
291,rivuletlike,0.0045931675
292,shekanjeh,0.010685785
293,ta’zir,0.0
294,haqayeq,0.005314012
295,underwhip,0.012679729999999998
296,zwickelbier,0.0158814656
297,kellerbiers,0.0158814656
298,kellerbier,0.0106061536
299,zwickelbiers,0.0106061536
300,geobukseon,0.0051107075
301,biorepository,0.0056282475
302,bluebearding,0.005887017499999999
303,counterexperts,0.006598635
304,suitress,0.004787245
305,diasgree,0.0
306,locavorish,0.007245559999999999
307,unregrettable,0.0064045575
308,geospiritual,0.0073102524999999995
309,ultranutritious,0.005046015
310,wrestlerette,0.0061457874999999995
311,fashionization,0.0061457874999999995
312,nonlaunderable,0.00543417
313,progressophobia,0.0056282475
314,monopsonize,0.00646925
315,gunseller,0.0
316,ropemaster,0.00465786
317,uncharasmatic,0.0
318,thumbiest,0.0061457874999999995
319,cybercoins,0.004787245
320,pensionize,0.0043659288
321,pensionizing,0.0043659288
322,supertribal,0.00621048
323,narej,0.0066095311000000006
324,banjaan,0.0066095311000000006
325,houseshoes,0.0049813225
326,kosidans,0.00491663
327,roboadvisors,0.0
328,roboadvisor,0.0
329,gothiness,0.00465786
330,orizake,0.00543417
331,pauropods,0.004563119
332,priapulids,0.004563119
333,loriciferans,0.004563119
334,publicanorum,0.013067885
335,screenplayfor,0.0
336,highful,0.0061457874999999995
337,drapelike,0.0062751725000000005
338,tessered,0.0048519374999999995
339,agavins,0.005498862499999999
340,trashophilia,0.00595171
341,c’iyaals,0.0
342,oversharpen,0.0057606005
343,oversmoothe,0.0057606005
344,unpanicky,0.0051754
345,subirrigated,0.009186335
346,hassignaled,0.0
347,shoelike,0.0069220975
348,dahnced,0.0053694775
349,spettacolarizzazione,0.00491663
350,hoboning,0.00569294
351,multiperspectivity,0.0053694775
352,untease,0.0049813225
353,countermemo,0.0051754
354,wattery,0.0188255175
355,bunnying,0.0079435649
356,geckoing,0.0079435649
357,megacamp,0.012188217900000001
358,kalboishakhi,0.0061244279
359,hourua,0.0164935088
360,removalist,0.0055180489
361,misperformed,0.0060164025
362,triskelions,0.006081095
363,robotaxis,0.0052400925
364,minitournaments,0.0060164025
365,pessimistas,0.004787245
366,overtires,0.0043990900000000005
367,microtargeter,0.0
368,nonmurderous,0.0064045575
369,overthanked,0.0049813225
370,cisgenderness,0.005498862499999999
371,creepdom,0.0060164025
372,brassados,0.014361735
373,involvedf,0.0
374,miniwilderness,0.006857405
375,mooooooon,0.0056282475
376,four’easter,0.0
377,meteorologese,0.0047297562
378,roboadviser,0.0042743139999999995
379,mainplate,0.0045478425000000005
380,horophiles,0.0045478425000000005
381,râleur,0.0074396374999999995
382,informationalized,0.005304784999999999
383,unelective,0.0055635549999999995
384,shooketh,0.0044265667
385,decaversary,0.0044265667
386,kinkeeping,0.0122268825
387,primacist,0.00543417
388,deepdive,0.005757632499999999
389,thiiiiiiis,0.00606379
390,vacuuuuuuuuum,0.00606379
391,junonius,0.00646925
392,flummoxers,0.0061457874999999995
393,weekiversary,0.028594085
394,mogullike,0.0043990900000000005
395,unshamability,0.00750433
396,tergum,0.00595171
397,arithmophobic,0.0056282475
398,mirrorscapes,0.0060164025
399,megafatberg,0.007245559999999999
400,eurosaurus,0.0
401,moralware,0.0049813225
402,catamenial,0.014685197499999999
403,mashabek,0.0064045575
404,sarying,0.005822325
405,supercontributors,0.00621048
406,unpopulate,0.0044872046
407,expliciitly,0.0044872046
408,spyhood,0.004463782499999999
409,absentblackfatherbot,0.009703874999999999
410,nappable,0.004722552499999999
411,reconfiscated,0.007245559999999999
412,dehorsification,0.005304784999999999
413,bordoodle,0.004787245
414,reuptook,0.0043343975
415,obituarty,0.0
416,intoxicology,0.005498862499999999
417,homonymously,0.005304784999999999
418,cowboy’ll,0.0
419,swimgloat,0.0065339425
420,hypercoordination,0.0048519374999999995
421,woaaaahhhh,0.005046015
422,laylights,0.004463782499999999
423,mosaicized,0.0055635549999999995
424,instacelebs,0.0069220975
425,nobody’d,0.0
426,snowgie,0.005498862499999999
427,miniblog,0.0
428,arachnia,0.004463782499999999
429,absurdio,0.007374944999999999
430,baakisimba,0.0062751725000000005
431,nondressage,0.005822325
432,undercall,0.0060164025
433,unremuneranded,0.005046015
434,multinosed,0.004463782499999999
435,rhymeslingers,0.0062751725000000005
436,intrabody,0.0067280199999999995
437,grumblebark,0.005498862499999999
438,acknowledgedpublicly,0.0
439,eggceptional,0.005822325
440,cowbaby,0.005822325
441,crapberg,0.0
442,archaeogenomics,0.0048519374999999995
443,inelectable,0.0
444,gallerywide,0.0055635549999999995
445,plackart,0.0051754
446,deconspire,0.00491663
447,microincidents,0.00569294
448,avipoxvirus,0.004722552499999999
449,cybercounterattack,0.00465786
450,kepercayaan,0.034442327200000004
451,kejawen,0.0049116698999999995
452,worldschooling,0.0043990900000000005
453,asnapa,0.006339864999999999
454,magpiety,0.00621048
455,jeerish,0.0064276174
456,saleeg,0.0064276174
457,sattras,0.005498862499999999
458,cyberskirmishing,0.00465786
459,cuadrícula,0.0047903941
460,towerblocks,0.0047903941
461,clockwinder,0.005822325
462,numbnuts,0.0061457874999999995
463,outshock,0.0042697049999999995
464,overstrategize,0.004787245
465,wormwork,0.0044872046
466,rootwater,0.0044872046
467,electoralize,0.0043990900000000005
468,postrobbery,0.0069220975
469,gotchu,0.0052754973
470,badamcha,0.004722552499999999
471,hypertheatrics,0.0049813225
472,réesumé,0.0
473,dab’ll,0.0
474,interparental,0.00750433
475,subterreanan,0.00621048
476,antidiplomatic,0.0058212384
477,pantryload,0.00698679
478,skirtsuit,0.0055635549999999995
479,playcallers,0.005498862499999999
480,tomacco,0.0053694775
481,megafunk,0.00595171
482,salinité,0.0051107075
483,olufe,0.0051107075
484,accusatons,0.005822325
485,taco’ed,0.0
486,despecking,0.006081095
487,lineafterlineafterline,0.0056999626
488,steatopygy,0.0056999626
489,sloooooooooooooooowly,0.00595171
490,dramatotherapy,0.0049813225
491,hyperprojection,0.006180427
492,siderophore,0.006180427
493,macrobial,0.006180427
494,rabbitoh,0.007374944999999999
495,ephylone,0.0
496,aforeword,0.0
497,shakshukas,0.004787245
498,atractding,0.0
499,chipster,0.0043659288
500,bouginess,0.008792495499999999
501,prueless,0.004528475
502,barricage,0.0067280199999999995
503,buckstopping,0.00646925
504,taskets,0.0050935836
505,arctophile,0.0050935836
506,counterschemes,0.0043990900000000005
507,esticular,0.0
508,syboes,0.00465786
509,stilletoed,0.0
510,miniglobes,0.00698679
511,universallyabhorred,0.0043343975
512,nonmultilateral,0.0045931675
513,homodictatorship,0.0044872046
514,passionarity,0.0044872046
515,silvaners,0.0045931675
516,glamborgeous,0.006081095
517,multisyllabled,0.0073102524999999995
518,fopitude,0.006598635
519,l’affair,0.0
520,tweetsters,0.01164465
521,expedtie,0.0
522,loserfest,0.006081095
523,unrestoration,0.0060164025
524,jinbaori,0.01138588
525,constructorial,0.0071808675
526,weddedness,0.004463782499999999
527,unregenerative,0.00465786
528,typefit,0.004851924
529,paginator,0.004851924
530,this,0.0
531,nannyconvicted,0.0
532,durags,0.0282706225
533,gyrinidal,0.01319727
534,democratizating,0.005046015
535,narcobiography,0.00465786
536,malwareberg,0.00595171
537,desectarianization,0.0061457874999999995
538,procrastibakers,0.0085515584
539,procrastibaking,0.0555851296
540,procrasticleaning,0.0042757792
541,procrastibaker,0.0085515584
542,nutheads,0.0049813225
543,mirhab,0.005822325
544,schwifty,0.00569294
545,foamcup,0.005887017499999999
546,akingdoncomethas,0.019537135
547,tsiganochka,0.00646925
548,voicesover,0.0049116698999999995
549,chainstake,0.0049116698999999995
550,diitfference,0.0
551,schmalibut,0.0069733584999999996
552,schmenius,0.0069733584999999996
553,cambures,0.008798180000000001
554,neofuturist,0.0
555,greasable,0.00595171
556,delicatula,0.0049674459999999995
557,lanternfly,0.019812022999999998
558,lanternflies,0.04950117699999999
559,smellwalks,0.0048519374999999995
560,screamingly­,0.0045931675
561,sharbats,0.0064045575
562,archwizard,0.0
563,filaos,0.0045931675
564,yaadie,0.004851032
565,dhalpuri,0.004851032
566,oughtn’t,0.0
567,heptalogy,0.006792712499999999
568,remdesivir,0.0108036475
569,cyberoperative,0.00698679
570,spiecism,0.0055635549999999995
571,footsepts,0.0
572,pearlesque,0.005757632499999999
573,recorroborating,0.0053694775
574,himbertscha,0.016635168
575,braucol,0.011090112
576,rkatsitelis,0.005545056
577,biocrisis,0.0056282475
578,quigutl,0.0048519374999999995
579,sportswash,0.00698679
580,paleontologista,0.005304784999999999
581,overridable,0.005498862499999999
582,redelineate,0.00465786
583,shutterbait,0.0053694775
584,semirelaxed,0.00543417
585,undroopy,0.0051754
586,disheveledand,0.0
587,providentalist,0.006598635
588,manumotive,0.006339864999999999
589,neighba,0.005154221499999999
590,tagans,0.005154221499999999
591,is,-1.0294899999999999e-05
592,crowdsale,0.00543417
593,vespaiola,0.004722552499999999
594,provokatsiya,0.0505248425
595,marvelouslyinfectious,0.0
596,shinrinyoku,0.00543417
597,casimuertos,0.0053694775
598,swishbuckling,0.00621048
599,softfly,0.0052400925
600,adaptogen,0.012303093
601,ashwangdha,0.0064882553
602,tradwife,0.016614784599999998
603,tradwives,0.0207987997
604,misguidingly,0.0055635549999999995
605,substantivefemale,0.0
606,fuchsteufelswild,0.00465786
607,disattach,0.0056282475
608,phonebanking,0.005887017499999999
609,bananafest,0.0118243905
610,bananapalooza,0.0118243905
611,cyberburrowed,0.0052400925
612,parabalini,0.00491663
613,jobbymoons,0.0052754973
614,bizcations,0.0052754973
615,seasonaires,0.0093804125
616,andcarries,0.0
617,storytale,0.0
618,shaleionaires,0.0048519374999999995
619,brokedar,0.0045478425000000005
620,broketose,0.0045478425000000005
621,degazettement,0.0067280199999999995
622,posthospitalization,0.006857405
623,nontelevisual,0.004528475
624,ciarlare,0.0051107075
625,swannishly,0.0061457874999999995
626,mafrum,0.0056393247
627,hakozushi,0.0056393247
628,okraschoten,0.00491663
629,wypipo,0.0040627393
630,whytppl,0.0040627393
631,jujjed,0.00491663
632,musharati,0.01086834
633,semicolumns,0.0056393247
634,podstakannik,0.0056393247
635,smokewaves,0.00750433
636,shoutdowns,0.0043343975
637,nonfasters,0.00491663
638,tarraxinha,0.0049813225
639,vritues,0.00698679
640,enagua,0.0053694775
641,reservesplays,0.0065339425
642,tweetism,0.0060164025
643,chakral,0.0069220975
644,jillionth,0.006598635
645,dilmenna,0.0048519374999999995
646,speckboom,0.0043343975
647,informaticists,0.0051107075
648,kneever,0.0074396374999999995
649,technocapitalist,0.0089922575
650,jamona,0.0053694775
651,ruyruku,0.004447596999999999
652,haytana,0.004447596999999999
653,hanaq,0.004447596999999999
654,ambidancetrous,0.00621048
655,cryptocohn,0.005046015
656,roseoloviruses,0.00569294
